name,regencyId
STL Ulu Terawas (Suku Tengah Lakitan Ulu Terawas),16
STM Hilir (Sinembah Tanjung Muda Hilir),12
STM Hulu (Sinembah Tanjung Muda Hulu),12
Suak Midai,21
Suak Tapeh,16
Suator,93
Subah,33
Subah,61
Subang,32
Subang,32
Subi,21
Suboh,35
Subur,93
Sucinaraja,32
Sudimoro,35
Sugapa,94
Sugie Besar,21
Sugihwaras,35
Sugio,35
Suhaid,61
Suka Bangun,12
Suka Karya (Sukakarya),16
Suka Makmue,11
Sukabumi,18
Sukabumi,32
Sukadana,32
Sukadana,61
Sukadana,18
Sukadiri,36
Sukagumiwang,32
Sukahaji,32
Sukahening,32
Sukajadi,32
Sukajadi,14
Sukajaya,32
Sukajaya,11
Sukakarya,11
Sukakarya,32
Sukalarang,32
Sukaluyu,32
Sukamaju,73
Sukamaju Selatan,73
Sukamakmue,11
Sukamakmur,32
Sukamakmur (Suka Makmur),11
Sukamantri,32
Sukamara,62
Sukamerindu,16
Sukamulia,52
Sukamulya,36
Sukanagara,32
Sukapura,35
Sukaraja,17
Sukaraja,32
Sukaraja,32
Sukaraja,32
Sukarame,32
Sukarame,18
Sukarami,16
Sukaratu,32
Sukaresik,32
Sukaresmi,36
Sukaresmi,32
Sukaresmi,32
Sukasada,51
Sukasari,32
Sukasari,32
Sukasari,32
Sukasari,32
Sukatani,32
Sukatani,32
Sukau,18
Sukawangi,32
Sukawati,51
Sukawening,32
Sukikai Selatan,94
Sukmajaya,32
Sukodadi,35
Sukodono,35
Sukodono,35
Sukodono,33
Sukoharjo,33
Sukoharjo,33
Sukoharjo,18
Sukolilo,35
Sukolilo,33
Sukomanunggal,35
Sukomoro,35
Sukomoro,35
Sukorambi,35
Sukorame,35
Sukorejo,35
Sukorejo,35
Sukorejo,33
Sukorejo,35
Sukosari,35
Sukosewu,35
Sukowono,35
Sukra,32
Sukun,35
Sulabesi Barat,82
Sulabesi Selatan,82
Sulabesi Tengah,82
Sulabesi Timur,82
Sulamu,53
Sulang,33
Suli,73
Suli Barat,73
Suliki,13
Suling Tambun,62
Sultan Daulat,11
Suluun Tareran,71
Sumalata,75
Sumalata Timur,75
Sumarorong,76
Sumay,15
Sumbang,33
Sumbawa,52
Sumber,35
Sumber,32
Sumber,33
Sumber Barito,62
Sumber Harta,16
Sumber Jaya,18
Sumber Marga Telang,16
Sumberasih,35
Sumberbaru (Sumber Baru),35
Sumberejo,35
Sumberejo (Sumber Rejo),18
Sumbergempol,35
Sumberjambe (Sumber Jambe),35
Sumberjaya,32
Sumberlawang,33
Sumbermalang,35
Sumbermanjing Wetan,35
Sumberpucung,35
Sumbersari (Sumber Sari),35
Sumbersuko,35
Sumberwringin (Sumber Wringin),35
Sumbul,12
Sumedang Selatan,32
Sumedang Utara,32
Sumo,95
Sumobito,35
Sumowono,33
Sumpiuh,33
Sumpur Kudus,13
Sumur,36
Sumur Bandung,32
Sumuri (Simuri),92
Sungai Ambawang,61
Sungai Apit,14
Sungai Are,16
Sungai Aur (Sungaiaur),13
Sungai Babuat,62
Sungai Bahar,15
Sungai Batang,14
Sungai Beremas (Sei Beremas),13
Sungai Betung,61
Sungai Boh,65
Sungai Bungkal,15
Sungai Durian (Sungaidurian),63
Sungai Garingging,13
Sungai Gelam,15
Sungai Kakap,61
Sungai Kanan (Sei),12
Sungai Keruh,16
Sungai Kunjang,64
Sungai Kunyit,61
Sungai Lala,14
Sungai Laur,61
Sungai Lilin,16
Sungai Limau,13
Sungai Loban,63
Sungai Manau,15
Sungai Mandau,14
Sungai Mas,11
Sungai Melayu Rayak,61
Sungai Menang,16
Sungai Pagu,13
Sungai Pandan,63
Sungai Penuh,15
Sungai Pinang,63
Sungai Pinang,64
Sungai Pinang,16
Sungai Pinyuh (Sei Pinyuh),61
Sungai Pua (Puar),13
Sungai Raya,61
Sungai Raya,61
Sungai Raya,63
Sungai Raya,11
Sungai Raya Kepulauan,61
Sungai Rotan,16
Sungai Rumbai,13
Sungai Rumbai,17
Sungai Selan,19
Sungai Sembilan,14
Sungai Serut,17
Sungai Tabuk,63
Sungai Tabukan,63
Sungai Tarab,13
Sungai Tebelian,61
Sungai Tubu,65
Sungailiat (Sungai Liat),19
Sungayang,13
Sunggal,12
Sungkai Barat,18
Sungkai Jaya,18
Sungkai Selatan,18
Sungkai Tengah,18
Sungkai Utara,18
Sunook,92
Suntamon,95
Suoh,18
Supiori Barat,91
Supiori Selatan,91
Supiori Timur,91
Supiori Utara,91
Supnin,92
Suppa,73
Suradadi (Surodadi),33
Surade,32
Suralaga,52
Suranenggala,32
Surian,32
Suro Makmur,11
Suru Suru,95
Suru-suru,93
Suruh,35
Suruh,33
Sururey,92
Susoh,11
Susua,12
Susukan,32
Susukan,33
Susukan,33
Susukan Lebak,32
Susut,51
Sutera,13
Suti Semarang,61
Sutojayan,35
Suwawa,75
Suwawa Selatan,75
Suwawa Tengah,75
Suwawa Timur,75
Suwela (Suela),52
Swandiwe,91
Syahcame,93
Syamtalira Aron,11
Syamtalira Bayu,11
Syiah Kuala,11
Syiah Utama,11
Syujak,92
T. Jambo Aye (Tanah Jambo Aye),11
Taba Penanjung,17
Tabalar,64
Tabanan,51
Tabang,76
Tabang,64
Tabir,15
Tabir Barat,15
Tabir Ilir,15
Tabir Lintas,15
Tabir Selatan,15
Tabir Timur,15
Tabir Ulu,15
Tabona,82
Tabongo,75
Tabonji,93
Tabukan,63
Tabukan Selatan,71
Tabukan Selatan Tengah,71
Tabukan Selatan Tenggara,71
Tabukan Tengah,71
Tabukan Utara,71
Tabulahan,76
Tabundung,53
Tabunganen,63
Tadu Raya,11
Taebenu,53
Taelarek,95
Taganombak,94
Tagime,95
Tagime,95
Tagineri,95
Tagineri,95
Tagulandang,71
Tagulandang Selatan,71
Tagulandang Utara,71
Tahota,92
Tahuna,71
Tahuna Barat,71
Tahuna Timur,71
Tahunan,33
Taige,92
Tajinan,35
Tajurhalang,32
Taka Bonerate (Takabonerate),73
Takari,53
Takeran,35
Takisung,63
Takkalalla,73
Takokak,32
Taktakan,36
Talaga,32
Talaga Jaya (Telaga Jaya),75
Talaga Raya,74
Talamau,13
Talambo,95
Talang,33
Talang Empat,17
Talang Kelapa,16
Talang Muandau,14
Talang Padang,16
Talang Padang,18
Talang Ubi,16
Talango,35
Talatako,72
Talawaan,71
Talawi,13
Talawi,12
Talegong,32
Taliabu Barat,82
Taliabu Barat Laut,82
Taliabu Selatan,82
Taliabu Timur,82
Taliabu Timur Selatan,82
Taliabu Utara,82
Talibura,53
Talisayan,64
Taliwang,52
Tallo,73
Tallunglipu,73
Talo,17
Talo Kecil,17
Taluditi (Taluduti),75
Talun,33
Talun,35
Talun (Cirebon Selatan),32
Tamako,71
Tamalanrea,73
Tamalate,73
Tamalatea,73
Taman,33
Taman,35
Taman,35
Taman Krocok,35
Taman Rajo,15
Taman Sari,19
Taman Sari,31
Tamanan,35
Tamansari,32
Tamansari,32
Tamansari,33
Tambak,33
Tambak,35
Tambakboyo,35
Tambakdahan,32
Tambakrejo,35
Tambakromo,33
Tambaksari,32
Tambaksari,35
Tamban,63
Tamban Catur,62
Tambang,14
Tambang Ulang,63
Tambangan,12
Tambelan,21
Tambelang,32
Tambelangan,35
Tambora,52
Tambora,31
Tambun Selatan,32
Tambun Utara,32
Tambusai,14
Tambusai Utara,14
Tamiang Hulu,11
Tammerodo Sendana (Tammeredo Sendana),76
Tampahan,12
Tampaksiring (Tampak Siring),51
Tampan' Amma (Tampan Amma),71
Tana Lia,65
Tana Lili,73
Tana Righu,53
Tana Wawo,53
Tanah Abang,16
Tanah Abang,31
Tanah Cogok,15
Tanah Grogot,64
Tanah Jawa,12
Tanah Kampung,15
Tanah Luas,11
Tanah Masa,12
Tanah Merah,35
Tanah Merah,14
Tanah Miring,93
Tanah Pasir,11
Tanah Pinem,12
Tanah Pinoh,61
Tanah Pinoh Barat,61
Tanah Putih,14
Tanah Putih Tanjung Melawan,14
Tanah Rubuh,92
Tanah Sareal (Tanah Sereal),32
Tanah Sepenggal,15
Tanah Sepenggal Lintas,15
Tanah Siang,62
Tanah Siang Selatan,62
Tanah Tumbuh,15
Tanambulava,72
Tanantovea,72
Tanara,36
Tanasitolo,73
Tandes,35
Tanduk Kalua,76
Tandun,14
Tanete Riaja,73
Tanete Riattang,73
Tanete Riattang Barat,73
Tanete Riattang Timur,73
Tanete Rilau,73
Tangan-Tangan,11
Tangaran,61
Tangen,33
Tangerang,36
Tanggetada,74
Tanggeung,32
Tanggul,35
Tanggulangin,35
Tanggunggunung (Tanggung Gunung),35
Tanggungharjo,33
Tangma,95
Tangse,11
Tanimbar Selatan,81
Tanimbar Utara,81
Taniwel,81
Taniwel Timur,81
Tanjuang Baru (Tanjung Baru),13
Tanjung,63
Tanjung,52
Tanjung,33
Tanjung Agung,16
Tanjung Agung Palik,17
Tanjung Balai,12
Tanjung Batu,16
Tanjung Beringin,12
Tanjung Bintang,18
Tanjung Bumi (Tanjungbumi),35
Tanjung Bunga,53
Tanjung Emas,13
Tanjung Gadang,13
Tanjung Harapan,13
Tanjung Harapan,64
Tanjung Kemuning,17
Tanjung Lago,16
Tanjung Lubuk,16
Tanjung Medan,14
Tanjung Morawa,12
Tanjung Mutiara,13
Tanjung Palas,65
Tanjung Palas Barat,65
Tanjung Palas Tengah,65
Tanjung Palas Timur,65
Tanjung Palas Utara,65
Tanjung Pandan,19
Tanjung Pinang Barat,21
Tanjung Pinang Kota,21
Tanjung Pinang Timur,21
Tanjung Priok,31
Tanjung Pura (Tanjungpura),12
Tanjung Raja,18
Tanjung Raja,16
Tanjung Raya,13
Tanjung Raya,18
Tanjung Redeb,64
Tanjung Sakti Pumi,16
Tanjung Sari,18
Tanjung Selor,65
Tanjung Senang,18
Tanjung Tiram,12
Tanjunganom,35
Tanjungbalai Selatan (Tanjung Balai Selatan),12
Tanjungbalai Utara (Tanjung Balai Utara),12
Tanjungjaya,32
Tanjungkarang Barat (Tanjung Karang Barat),18
Tanjungkarang Pusat (Tanjung Karang Pusat),18
Tanjungkarang Timur (Tanjung Karang Timur),18
Tanjungkerta,32
Tanjungmedar,32
Tanjungsakti Pumu (Tanjung Sakti Pumu),16
Tanjungsari,34
Tanjungsari,32
Tanjungsari,32
Tanjungsiang,32
Tanjungtebat (Tanjung Tebat),16
Tano Tombangan Angkola,12
Tanoh Alas (Tanah Alas),11
Tanon,33
Tanralili,73
Tanta,63
Taopa,72
Tapa,75
Tapaktuan (Tapak Tuan),11
Tapalang,76
Tapalang Barat,76
Tapango,76
Tapen,35
Tapian Dolok,12
Tapian Nauli,12
Tapin Selatan,63
Tapin Tengah,63
Tapin Utara,63
Tapos,32
Tapung,14
Tapung Hilir,14
Tapung Hulu,14
Tarabintang (Tara Bintang),12
Taraju,32
Tarakan Barat,65
Tarakan Tengah,65
Tarakan Timur,65
Tarakan Utara,65
Tarano,52
Tareran,71
Tarik,35
Tarogong Kaler,32
Tarogong Kidul,32
Tarokan,35
Tarowang,73
Tarub,33
Tarumajaya,32
Tarup,95
Tarutung,12
Tasifeto Barat,53
Tasifeto Timur,53
Tasik Payawan,62
Tasik Putri Puyu,14
Tasikmadu,33
Tatah Makmur,63
Tatanga,72
Tatapaan,71
Tatoareng,71
Tawaeli,72
Tawalian,76
Tawang,32
Tawangharjo,33
Tawangmangu,33
Tawangsari,33
Tayan Hilir,61
Tayan Hulu,61
Tayando Tam,81
Tayu,33
Tebas,61
Tebat Karai,17
Tebet,31
Tebing,21
Tebing Syahbandar,12
Tebing Tinggi,12
Tebing Tinggi,15
Tebing Tinggi,14
Tebing Tinggi,16
Tebing Tinggi,63
Tebing Tinggi Barat,14
Tebing Tinggi Kota,12
Tebing Tinggi Timur,14
Tebo Ilir,15
Tebo Tengah,15
Tebo Ulu,15
Tegal Barat,33
Tegal Selatan,33
Tegal Timur,33
Tegalampel,35
Tegalbuleud,32
Tegaldlimo,35
Tegallalang,51
Tegalombo,35
Tegalrejo,34
Tegalrejo,33
Tegalsari,35
Tegalsari,35
Tegalsiwalan (Tegal Siwalan),35
Tegalwaru,32
Tegalwaru (Tegal Waru),32
Tegineneng,18
Tegowanu,33
Tehoru,81
Teiraplu,95
Tejakula,51
Tekarang,61
Tekung,35
Telaga,75
Telaga Antang,62
Telaga Bauntung,63
Telaga Biru,75
Telaga Langsat,63
Telagasari (Talagasari),32
Telanaipura,15
Telawang,62
Telen,64
Telenggeme,95
Tellu Limpoe,73
Tellu Limpoe,73
Tellu Siattinge,73
Tellulimpoe (Tellu Limpoe),73
Telluwanua,73
Telok Sebong (Teluk Sebong),21
Teluk Ambon,81
Teluk Ampimoi,91
Teluk Arguni Atas,92
Teluk Arguni Bawah (Yerusi),92
Teluk Batang,61
Teluk Bayur,64
Teluk Belengkong,14
Teluk Bintan,21
Teluk Dalam,11
Teluk Dalam,12
Teluk Dalam,12
Teluk Deya,94
Teluk Duairi,92
Teluk Elpaputih,81
Teluk Etna,92
Teluk Gelam,16
Teluk Kaiely,81
Teluk Kepayang,63
Teluk Keramat,61
Teluk Kimi,94
Teluk Mayalibit,92
Teluk Mengkudu,12
Teluk Meranti,14
Teluk Mutiara,53
Teluk Nibung,12
Teluk Pakedai,61
Teluk Pandan,64
Teluk Pandan,18
Teluk Patipi,92
Teluk Sampit,62
Teluk Segara,17
Teluk Umar,94
Teluk Waru,81
Telukbetung Barat,18
Telukbetung Selatan,18
Telukbetung Timur,18
Telukbetung Utara,18
Telukjambe Barat,32
Telukjambe Timur,32
Teluknaga,36
Telutih,81
Temanggung,33
Temayang,35
Tembagapura,94
Tembalang,33
Tembarak,33
Tembelang,35
Tembilahan,14
Tembilahan Hulu,14
Tembuku,51
Tembuni,92
Temiang Pesisir,21
Teminabuan,92
Temon,34
Tempe,73
Tempeh,35
Tempel,34
Tempilang,19
Tempuling,14
Tempunak,61
Tempuran,32
Tempuran,33
Tempurejo,35
Tempursari,35
Tenayan Raya,14
Tenga,71
Tengah Ilir,15
Tengah Tani,32
Tengaran,33
Tenggarang,35
Tenggarong,64
Tenggarong Seberang,64
Tenggilis Mejoyo,35
Tenggulun,11
Tenjo,32
Tenjolaya,32
Teon Nila Serua,81
Teor,81
Tepus,34
Teramang Jaya,17
Terangun (Terangon),11
Terara,52
Teras,33
Teras Terunjam,17
Terbanggi Besar,18
Terentang,61
Teriak,61
Tering,64
Teripe Jaya (Tripe Jaya),11
Terisi (Trisi),32
Ternate Barat,82
Tersono,33
Terusan Nunyai,18
Testega,92
Tetap (Muara Tetap),17
Teunom,11
Teupah Barat,11
Teupah Selatan,11
Teupah Tengah,11
Tewah,62
Tewang Sangalang Garing,62
Teweh Baru,62
Teweh Selatan,62
Teweh Tengah,62
Teweh Timur,62
Ti Zain,93
Tiang Pumpung,15
Tiang Pumpung Kepungut,16
Tibawa,75
Tidore,82
Tidore Selatan,82
Tidore Timur,82
Tidore Utara,82
Tiga Dihaji,16
Tigabinanga (Tiga Binanga),12
Tigalingga (Tiga Lingga),12
Tiganderket,12
Tigapanah (Tiga Panah),12
Tigaraksa,36
Tigi,94
Tigi Barat,94
Tigi Timur,94
Tigo Lurah,13
Tigo Nagari,13
Tikala,73
Tikala,71
Tikke Raya,76
Tikung,35
Tilamuta,75
Tilango,75
Tilatang Kamang,13
Tiloan,72
Tilongkabila,75
Timang Gajah,11
Timori,95
Timpah,62
Timpeh,13
Tinada,12
Tinambung,76
Tinanggea,74
Tinangkung,72
Tinangkung Selatan,72
Tinangkung Utara,72
Tinggi Raja,12
Tinggimoncong,73
Tingginambut,94
Tinggouw,92
Tingkir,33
Tinombo,72
Tinombo Selatan,72
Tinondo,74
Tiom,95
Tiom Ollo,95
Tiomneri,95
Tiplol Mayalibit,92
Tirawuta,74
Tiris,35
Tiro/Truseb,11
Tiroang,73
Tirtajaya,32
Tirtamulya,32
Tirtayasa,36
Tirto,33
Tirtomoyo,33
Tirtoyudo,35
Titehena,53
Titeue,11
Tiumang,13
Tiworo Kepulauan,74
Tiworo Selatan,74
Tiworo Tengah,74
Tiworo Utara,74
Tiwu,74
Tlanakan,35
Tlogomulyo,33
Tlogosari,35
Tlogowungu,33
Toapaya,21
Toari,74
Toba,61
Tobadak,76
Tobelo,82
Tobelo Barat,82
Tobelo Selatan,82
Tobelo Tengah,82
Tobelo Timur,82
Tobelo Utara,82
Toboali,19
Tobouw,92
Tobu,53
Todanan,33
Togean,72
Togo Binongko,74
Toho,61
Toianas,53
Toili,72
Toili Barat,72
Tojo,72
Tojo Barat,72
Tolala,74
Tolangohula,75
Toli-Toli Utara (Tolitoli Utara),72
Tolinggula,75
Toma,12
Tomage,92
Tombariri,71
Tombariri Timur,71
Tombatu,71
Tombatu Timur,71
Tombatu Utara,71
Tombolopao (Tombolo Pao),73
Tombulu,71
Tomia,74
Tomia Timur,74
Tomilito (Tomolito),75
Tomini,71
Tomini,72
Tommo,76
Tomo,32
Tomohon Barat,71
Tomohon Selatan,71
Tomohon Tengah,71
Tomohon Timur,71
Tomohon Utara,71
Tomoni,73
Tomoni Timur,73
Tomor Birip,93
Tomosiga,94
Tompaso,71
Tompaso Barat,71
Tompaso Baru,71
Tompo Bulu (Tompobulu),73
Tompobullu (Tompobulu),73
Tompobulu (Tompu Bulu),73
Tomu,92
Tondano Barat,71
Tondano Selatan,71
Tondano Timur,71
Tondano Utara,71
Tondon,73
Tondong Tallasa,73
Tongas,35
Tongauna,74
Tongauna Utara,74
Tongkuno,74
Tongkuno Selatan,74
Tonjong,33
Tonra,73
Tontonunu,74
Topiyai,94
Topos,17
Topoyo,76
Tor Atas,91
Torere,94
Torgamba,12
Toribulu,72
Torjun,35
Toroh,33
Torue,72
Tosari,35
Totikum (Totikung),72
Totikum Selatan,72
Touluaan,71
Touluaan Selatan,71
Towe,91
Towea,74
Towuti,73
Tragah,35
Trangkil,33
Trawas,35
Trenggalek,35
Tretep,33
Trienggadeng,11
Trikora,95
Trimurjo,18
Tripa Makmur,11
Trowulan,35
Trucuk,33
Trucuk,35
Trumon,11
Trumon Tengah,11
Trumon Timur,11
Tuah Negeri,16
Tuahmadani,14
Tualan Hulu,62
Tualang,14
Tuban,35
Tubang,93
Tubei (Pelabai),17
Tubo Sendana,76
Tugala Oyo,12
Tugu,33
Tugu,35
Tugumulyo,16
Tuhemberua,12
Tuhiba,92
Tujuh Belas,61
Tukak Sadai,19
Tukdana,32
Tukka,12
Tulakan,35
Tulang Bawang Tengah,18
Tulang Bawang Udik,18
Tulangan,35
Tulin Onsoi,65
Tulis,33
Tulung,33
Tulung Selapan,16
Tulungagung,35
Tumbang Titi,61
Tumijajar,18
Tuminting (Tuminiting),71
Tumpaan,71
Tumpang,35
Tungkal Ilir,15
Tungkal Ilir,16
Tungkal Jaya,16
Tungkal Ulu,15
Tunjung Teja,36
Tunjungan,33
Tuntang,33
Turatea,73
Turen,35
Turi,35
Turi,34
Turikale,73
"Tutar (Tubbi Taramanu, Tutallu)",76
Tutuk Tolu,81
Tutur,35
Tutuyan,71
Ubahak,95
Ubalihi,95
Ubud,51
Udanawu,35
Ueesi,74
Uepai,74
Ugimba,94
Ujan Mas,16
Ujan Mas,17
Ujung,73
Ujung Batu,14
Ujung Batu,12
Ujung Bulu,73
Ujung Padang,12
Ujung Pandang,73
Ujung Tanah,73
Ujungberung (Ujung Berung),32
Ujungjaya,32
Ujungloe (Ujung Loe),73
Ujungpangkah (Ujung Pangkah),35
Ukha,95
Ukui,14
Ulakan Tapakih,13
Ulaweng,73
Ulee Kareng,11
Ulilin,93
Ulim,11
Ulok Kupai,17
Ulu Barumun,12
Ulu Belu (Ulubelu),18
Ulu Idanotae,12
Ulu Manna,17
Ulu Moro'o (Ulu Narwo),12
Ulu Musi,16
Ulu Ogan,16
Ulu Pungkut,12
Ulu Rawas,16
Ulu Sosa,12
Ulu Talo,17
Uluan,12
Ulubongka,72
Uluere,73
Ulugawo,12
Uluiwoi,74
Ulujadi,72
Ulujami,33
Ulumanda (Ulumunda),76
Ulunoyo,12
Ulususua,12
Umagi,95
Umalulu,53
Umbu Ratu Nggay,53
Umbu Ratu Nggay Barat,53
Umbu Ratu Nggay Tengah,53
Umbulharjo,34
Umbulsari,35
Umbunasi,12
Umpu Semenguk,18
Una Una,72
Unaaha,74
Undaan,33
Ungar,21
Ungaran Barat,33
Ungaran Timur,33
Unir Sirau,93
Unter Iwes (Unterwiris),52
Unurum Guay,91
Upau,63
Uram Jaya,17
Urei Faisei,91
Usilimo,95
Utan,52
Uut Murung,62
Uwapa,94
V Koto,17
V Koto Kampung Dalam,13
V Koto Timur,13
Venaha,93
VII Koto,15
VII Koto Ilir,15
VII Koto Sungai Sarik,13
Waan,93
Wabula,74
Wadaga,74
Wadangku,95
Wadaslintang,33
Wado,32
Wae Rii,53
Waeapo,81
Waegi,94
Waelata,81
Waesama,81
Wagir,35
Waiblama,53
Waibu,91
Waigeo Barat,92
Waigeo Barat Kepulauan,92
Waigeo Selatan,92
Waigeo Timur,92
Waigeo Utara,92
Waigete,53
Wajak,35
Wajo,73
Wakate,81
Wakorumba Selatan,74
Wakorumba Utara,74
Wakuwo,95
Walaik,95
Walantaka,36
Walea Besar,72
Walea Kepulauan,72
Waled,32
Walelagama,95
Walenrang,73
Walenrang Barat,73
Walenrang Timur,73
Walenrang Utara,73
Walma,95
Waluran,32
Wame,95
Wamena,95
Wamesa,92
Wamesa (Idoor),92
Wampu,12
Wanadadi (Wonodadi),33
Wanaraja,32
Wanaraya,63
Wanareja,33
Wanasaba,52
Wanasalam,36
Wanasari,33
Wanayasa,32
Wanayasa,33
Wandai,94
Wanea,71
Wangbe,94
Wanggar,94
Wanggarasi,75
Wangi Wangi,74
Wangi Wangi Selatan,74
Wangon,33
Wania,94
Wano Barat,95
Wanokaka,53
Wanwi,94
Waplau,81
Wapoga,94
Wapoga,91
Wara,73
Wara Barat,73
Wara Selatan,73
Wara Timur,73
Wara Utara,73
Wari/Taiyeve II,95
Waringinkurung (Waringin Kurung),36
Waris,91
Warkuk Ranau Selatan,16
Warmare,92
Waropen Atas,91
Waropen Bawah,91
Waropko,93
Warsa,91
Wartutin,92
Waru,35
Waru,35
Waru,64
Warudoyong,32
Warungasem,33
Warunggunung,36
Warungkiara,32
Warungkondang,32
Warungpring,33
Warureja (Warurejo),33
Warwarbomi,92
Wasile,82
Wasile Selatan,82
Wasile Tengah,82
Wasile Timur,82
Wasile Utara,82
Wasior,92
Wasuponda,73
Watang Pulu,73
Watang Sawitto (Watang Sawito),73
Watang Sidenreng (Wattang Sidenreng),73
Wates,34
Wates,35
Wates,35
Watopute,74
Watubangga,74
Watukumpul,33
Watulimo,35
Watumalang,33
Watunohu,74
Waway Karya,18
Wawo,52
Wawo,74
Wawolesea,74
Wawonii Barat,74
Wawonii Selatan,74
Wawonii Tengah,74
Wawonii Tenggara,74
Wawonii Timur,74
Wawonii Timur Laut,74
Wawonii Utara,74
Wawotobi,74
Way Bungur,18
Way Halim,18
Way Jepara,18
Way Kenanga,18
Way Khilau,18
Way Krui,18
Way Lima,18
Way Pangubuan,18
Way Panji,18
Way Ratai,18
Way Seputih,18
Way Serdang,18
Way Sulan,18
Way Tenong,18
Way Tuba,18
Wayer,92
Web,91
Weda,82
Weda Selatan,82
Weda Tengah,82
Weda Timur,82
Weda Utara,82
Wedarijaksa,33
Wedi,33
Wedung,33
Wegee Bino,94
Wegee Muka,94
Weime,95
Welahan,33
Welak,53
Welarek,95
Weleri,33
Welesi,95
Weliman,53
Wemak,92
Wenam,95
Wenang,71
Wera,52
Wereka,95
Weriagar,92
Werima,95
Werinama,81
Wermaktian (Wer Maktian),81
Wertamrian (Wer Tamrian),81
Weru,32
Weru,33
Wesaput,95
Wetar Barat,81
Wetar Selatan,81
Wetar Timur,81
Wetar Utara,81
Wewaria,53
Wewewa Barat,53
Wewewa Selatan,53
Wewewa Tengah,53
Wewewa Timur,53
Wewewa Utara,53
Wewiku,53
Widang,35
Widasari,32
Widodaren,35
Wih Pesam,11
Wilangan,35
Wilhem Roumbouts,92
Wina,95
Windesi,91
Windesi,92
Windusari,33
Winong,33
Winongan,35
Wiradesa,33
Wiringgambut,95
Wirobrajan,34
Wirosari,33
Wita Ponda,72
Wita Waya,95
Witihama,53
Wiwirano,74
Wiyung,35
Wlingi,35
Woha,52
Woja,52
Wolasi,74
Wolio,74
Wolo,95
Wolo,74
Wolojita,53
Wolomeze (Riung Selatan),53
Wolowa,74
Wolowae,53
Wolowaru,53
Wonawa,91
Wondiboy,92
Wonggeduku,74
Wonggeduku Barat,74
Wongsorejo,35
Woniki,95
Wonoasih,35
Wonoasri,35
Wonoayu,35
Wonoboyo,33
Wonocolo,35
Wonodadi,35
Wonogiri,33
Wonokerto,33
Wonokromo,35
Wonomerto,35
Wonomulyo,76
Wonopringgo,33
Wonorejo,35
Wonosalam,33
Wonosalam,35
Wonosamodro,33
Wonosari,34
Wonosari,75
Wonosari,33
Wonosari,35
Wonosari,35
Wonosegoro,33
Wonosobo,33
Wonosobo,18
Wonotirto,35
Wonotunggal,33
Wonti,91
Wori,71
Wosak,95
Wotan Ulumando,53
Wotu,73
Wouma,95
Woyla,11
Woyla Barat,11
Woyla Timur,11
Wringin,35
Wringinanom (Wringin Anom),35
Wua-Wua,74
Wuar Labobar,81
Wugi,95
Wulandoni,53
Wulanggitang,53
Wulla Waijelu (Wula Waijelu),53
Wuluhan,35
Wundulako,74
Wungu,35
Wunim,95
Wuryantoro,33
Wusama,95
Wusi,95
Wutpaga,95
X Koto (Sepuluh Koto),13
X Koto Diatas,13
X Koto Singkarak,13
XIII Koto Kampar,14
XIV Koto,17
Yaffi,91
Yagai,94
Yahuliambut,95
Yakomi,93
Yal,95
Yalengga,95
Yambi,94
Yamo,94
Yamoneri,94
Yamor,92
Yaniruma,93
Yapen Barat,91
Yapen Selatan,91
Yapen Timur,91
Yapen Utara,91
Yapsi,91
Yaro,94
Yatamo,94
Yaur,94
Yawakukat,91
Yawosi,91
Yembun,92
Yendidori,91
Yenggelo,95
Yigi,95
Yiginua,95
Yiluk,95
Yogosem,95
Yokari,91
Yosowilangun,35
Youtadi,94
Yugumuak,94
Yugungwi,95
Yuko,95
Yuneri,95
