name,regencyId
Parlilitan,12
Parmaksian,12
Parmonangan,12
Paro,95
Paron,35
Parongpong,32
Parung,32
Parung Panjang,32
Parungkuda (Parung Kuda),32
Parungponteng,32
Pasak Talawang,62
Pasaleman,32
Pasaman,13
Pasan,71
Pasangkayu,76
Pasar Jambi,15
Pasar Kemis,36
Pasar Kliwon,33
Pasar Manna,17
Pasar Minggu,31
Pasar Muaro Bungo (Pasar Muara Bungo),15
Pasar Rebo,31
Pasaribu Tobing,12
Pasarwajo (Pasar Wajo),74
Pasawahan,32
Pasawahan,32
Pasean,35
Paseh,32
Paseh,32
Pasekan,32
Pasema,95
Pasemah Air Keruh,16
Paser Belengkong (Pasir Belengkong),64
Pasi Kolaga,74
Pasi Raja (Pasie Raja),11
Pasie Raya,11
Pasilambena,73
Pasimarannu,73
Pasimasunggu (Pasimassunggu),73
Pasimasunggu Timur,73
Pasir Limau Kapas,14
Pasir Penyu,14
Pasir Putih,74
Pasir Putih,95
Pasir Sakti,18
Pasirian,35
Pasirjambu,32
Pasirkuda,32
Pasirwangi,32
Pasongsongan,35
Pasrepan,35
Pasrujambe (Pasujambe),35
Passi Barat,71
Passi Timur,71
Passue,93
Passue Bawah,93
Patampanua,73
Patamuan,13
Patangkep Tutui,62
Patani,82
Patani Barat,82
Patani Timur,82
Patani Utara,82
Pataruman,32
Patean,33
Patebon,33
Pati,33
Patia,36
Patianrowo,35
Patikraja,33
Patilanggio,75
Patimpeng,73
Patimuan,33
Patokbeusi,32
Patrang,35
Patrol,32
Pattalasang (Pattallassang),73
Pattallassang (Patallassang),73
Patuk,34
Patumbak,12
Pauh,15
Pauh,13
Pauh Duo,13
Paya Bakong,11
Payakumbuh,13
Payakumbuh Barat,13
Payakumbuh Selatan,13
Payakumbuh Timur,13
Payakumbuh Utara,13
Payangan,51
Payaraman,16
Payung,19
Payung,12
Payung Sekaki,14
Payung Sekaki,13
Pebayuran,32
Pecalungan,33
Pecangaan,33
Pedamaran,16
Pedamaran Timur,16
Pedan,33
Pedes,32
Pedongga,76
Pedurungan,33
Pegagan Hilir,12
Pegajahan,12
Pegandon,33
Pegantenan,35
Pegasing,11
Pejagoan,33
Pejarakan (Pajarakan),35
Pejawaran,33
Pekaitan,14
Pekalipan,32
Pekalongan,18
Pekalongan Barat,33
Pekalongan Selatan,33
Pekalongan Timur,33
Pekalongan Utara,33
Pekanbaru Kota,14
Pekat,52
Pekuncen,33
Pekutatan,51
Pelaihari,63
Pelalawan,14
Pelangiran,14
Pelawan,15
Pelayangan,15
Pelebaga,95
Pelepat,15
Pelepat Ilir,15
Peling Tengah,72
Pemahan,61
Pemalang,33
Pemali,19
Pemangkat,61
Pematang Bandar,12
Pematang Jaya,12
Pematang Karau,62
Pematang Sawa,18
Pematang Tiga,17
Pemayung,15
Pemenang,52
Pemulutan,16
Pemulutan Barat,16
Pemulutan Selatan,16
Penajam,64
Penanggalan,11
Penarik,17
Penawangan,33
Penawar Aji,18
Penawar Tama,18
Pendalian IV Koto,14
Pendopo,16
Pendopo Barat,16
Penebel,51
Penengahan,18
Pengabuan,15
Pengadegan,33
Pengandonan,16
Pengaron (Pengarom),63
Pengasih,34
Pengkadan (Batu Datu),61
Peninjauan,16
Penjaringan,31
Penrang,73
Penukal,16
Penukal Utara,16
Penyinggahan,64
Pepera,95
Perak,35
Peranap,14
Perbaungan,12
Percut Sei Tuan,12
Pergetteng Getteng Sengkut,12
Perhentian Raja,14
Periuk,36
Permata,11
Permata Intan,62
Permata Kecubung,62
Pesanggaran,35
Pesanggrahan,31
Pesantren,35
Pesisir Bukit,15
Pesisir Selatan,18
Pesisir Tengah,18
Pesisir Utara,18
Peso,65
Peso Hilir (Ilir),65
Petak Malai,62
Petanahan,33
Petang,51
Petarukan,33
Petasia,72
Petasia Barat,72
Petasia Timur,72
Peterongan,35
Petir,36
Petungkriyono (Petungkriono),33
Peudada,11
Peudawa,11
Peukan Bada,11
Peukan Baro,11
Peulimbang (Plimbang),11
Peunaron,11
Peundeuy,32
Peureulak,11
Peureulak Barat,11
Peureulak Timur,11
Peusangan,11
Peusangan Selatan,11
Peusangan Siblah Krueng,11
Piani,63
Picung,36
Pidie,11
Pija,95
Pilangkenceng,35
Pinang (Penang),36
Pinang Belapis,17
Pinang Raya,17
Pinangsori,12
Pineleng,71
Pinembani (Panembani),72
Pinggir,14
Pining (Pinding),11
Pino,17
Pino Raya (Pinoraya),17
Pinogaluman,71
Pinogu,75
Pinoh Selatan,61
Pinoh Utara,61
Pinolosian,71
Pinolosian Tengah,71
Pinolosian Timur,71
Pintu Pohan Meranti,12
Pintu Rime Gayo,11
Pinu Pahar (Pinupahar / Pirapahar),53
Pipikoro,72
Pirak Timur,11
Piramid,95
Pirime,95
Pisugi,95
Pitu,35
Pitu Riase,73
Pitu Riawa,73
Pitumpanua,73
Pituruh,33
Piyaiye,94
Piyungan,34
Plaju,16
Plakat Tinggi (Pelakat Tinggi),16
Plampang,52
Plandaan,35
Plantungan,33
Plaosan,35
Playen,34
Plemahan,35
Plered,32
Plered,32
Pleret,34
Ploso,35
Plosoklaten,35
Plumbon,32
Plumpang,35
Plupuh,33
Poasia,74
Poga,95
Pogalan,35
Poganeri,95
Pogoma,94
Pohjentrek,35
Poigar,71
Poiru,91
Polanharjo,33
Poleang,74
Poleang Barat,74
Poleang Selatan,74
Poleang Tengah,74
Poleang Tenggara,74
Poleang Timur,74
Poleang Utara,74
Polen,53
Polewali,76
Poli Polia,74
Polinggona,74
Pollung,12
Polokarto,33
Polongbangkeng Selatan (Polombangkeng),73
Polongbangkeng Timur,73
Polongbangkeng Utara (Polombangkeng),73
Pomalaa,74
Poncokusumo,35
Poncol,35
Poncowarno,33
Pondidaha,74
Pondok Aren,36
Pondok Kelapa,17
Pondok Kubang,17
Pondok Suguh,17
Pondok Tinggi,15
Pondokgede (Pondok Gede),32
Pondokmelati (Pondok Melati),32
Pondoksalam,32
Ponelo Kepulauan,75
Ponggok,35
Ponjong,34
Ponorogo,35
Ponrang,73
Ponrang Selatan,73
Ponre,73
Pontang,36
Pontianak Barat,61
Pontianak Kota,61
Pontianak Selatan,61
Pontianak Tenggara,61
Pontianak Timur,61
Pontianak Utara,61
Poom,91
Popayato,75
Popayato Barat,75
Popayato Timur,75
Popugoba,95
Porehu,74
Porong,35
Porsea,12
Portibi,12
Posigadan,71
Poso Kota,72
Poso Kota Selatan,72
Poso Kota Utara,72
Poso Pesisir,72
Poso Pesisir Selatan,72
Poso Pesisir Utara,72
Poto Tano,52
Prabumulih Barat,16
Prabumulih Selatan,16
Prabumulih Timur,16
Prabumulih Utara,16
Pracimantoro,33
Prafi,92
Pragaan,35
Prajekan,35
Prajuritkulon (Prajurit Kulon),35
Prambanan,34
Prambanan,33
Prambon,35
Prambon,35
Praya,52
Praya Barat,52
Praya Barat Daya,52
Praya Tengah,52
Praya Timur,52
Prembun,33
Prigen,35
Pringapus,33
Pringgabaya,52
Pringgarata,52
Pringgasela,52
Pringkuku,35
Pringsewu,18
Pringsurat,33
Pronggoli,95
Pronojiwo,35
Proppo,35
Pseksu,16
Pubian,18
Pucakwangi,33
Pucanglaban,35
Pucuk,35
Pucuk Rantau,14
Pudak,35
Puding Besar,19
Pugaan,63
Puger,35
Pugo Dagi,94
Pugung,18
Puhpelem,33
Pujananting,73
Pujer,35
Pujon,35
Pujud,14
Pujungan,65
Pujut,52
Pulau Banyak,11
Pulau Banyak Barat,11
Pulau Batang Dua,82
Pulau Beringin,16
Pulau Besar (Pulaubesar),19
Pulau Burung,14
Pulau Derawan,64
Pulau Dullah Selatan,81
Pulau Dullah Utara,81
Pulau Ende,53
Pulau Gebe,82
Pulau Gorom,81
Pulau Hanaut,62
Pulau Haruku,81
Pulau Hiri,82
Pulau Kurudu,91
Pulau Lakor,81
Pulau Laut,21
Pulau Laut Barat (Pulaulaut Barat),63
Pulau Laut Kepulauan (Pulaulaut Kepulauan),63
Pulau Laut Selatan (Pulaulaut Selatan),63
Pulau Laut Tanjung Selayar,63
Pulau Laut Tengah (Pulaulaut Tengah),63
Pulau Laut Timur (Pulaulaut Timur),63
Pulau Laut Utara (Pulaulaut Utara),63
Pulau Leti (Letti Moa Lakor),81
Pulau Makian,82
Pulau Malan,62
Pulau Masela,81
Pulau Maya (Pulau Maya Karimata),61
Pulau Panggung,18
Pulau Panjang,81
Pulau Panjang,21
Pulau Petak,62
Pulau Pisang (Pulaupisang),18
Pulau Punjung,13
Pulau Pura,53
Pulau Rakyat,12
Pulau Rao,82
Pulau Rimau,16
Pulau Sebuku (Pulausebuku),63
Pulau Seluan,21
Pulau Sembilan,73
Pulau Sembilan (Pulausembilan),63
Pulau Ternate,82
Pulau Tiga,21
Pulau Tiga,93
Pulau Tiga Barat,21
Pulau Wetang,81
Pulau Yerui,91
Pulau-Pulau Aru,81
Pulau-pulau Babar Timur,81
Pulau-Pulau Batu,12
Pulau-Pulau Batu Barat,12
Pulau-Pulau Batu Timur,12
Pulau-Pulau Batu Utara,12
Pulau-Pulau Kur,81
Pulaulaut Sigam,63
Pulaumerbau,14
Pulaupinang (Pulau Pinang),16
Puldama,95
Pule,35
Pulo Aceh,11
Pulo Ampel,36
Pulo Bandring,12
Pulogadung (Pulo Gadung),31
Pulokulon,33
Pulomerak,36
Pulosari,36
Pulosari,33
Pulubala,75
Pulung,35
Pulutan,71
Puncak Sorik Marapi,12
Puncu,35
Pundong,34
Punduh Pidada,18
Punggelan,33
Pungging,35
Punggur,18
Punung,35
Pupuan,51
Purabaya,32
Purba,12
Purba Tua (Purbatua),12
Purbalingga,33
Purbaratu,32
Purbolinggo,18
Pureman,53
Puri,35
Puriala,74
Puring,33
Puring Kencana,61
Purwadadi,32
Purwadadi,32
Purwaharja,32
Purwakarta,36
Purwakarta,32
Purwanegara (Purwonegoro),33
Purwantoro,33
Purwasari,32
Purwoasri,35
Purwodadi,33
Purwodadi,33
Purwodadi,35
Purwodadi,16
Purwoharjo,35
Purwojati,33
Purwokerto Barat,33
Purwokerto Selatan,33
Purwokerto Timur,33
Purwokerto Utara,33
Purworeja Klampok (Purworejo Klampok),33
Purworejo,33
Purworejo,35
Purwosari,35
Purwosari,34
Purwosari,35
Pusakajaya,32
Pusakanagara,32
Pusako,14
Pusomaen,71
Puspahiang,32
Puspo,35
Puteri Betung (Putri Betung),11
Putra Rumbia,18
Putri Hijau,17
Putussibau Selatan,61
Putussibau Utara,61
Puuwatu,74
Ra'as (Raas),35
Raba,52
Rahong Utara,53
Rahuning (Rahunig),12
Raihat,53
Raijua,53
Raimanuk,53
Raimbawi,91
Rainis,71
Raja Basa (Rajabasa),18
Rajabasa,18
Rajadesa,32
Rajagaluh,32
Rajapolah,32
Rajeg,36
Rakit,33
Rakit Kulim,14
Rakumpit,62
Raman Utara,18
Rambah,14
Rambah Hilir,14
Rambah Samo,14
Rambang,16
Rambang Kapak Tengah,16
Rambang Kuang,16
Rambang Niru (Rambang Dangku),16
Rambatan,13
Rambipuji,35
Rambutan,16
Rambutan,12
Rampi,73
Rana Mese,53
Ranah Ampek Hulu Tapan,13
Ranah Batahan,13
Ranah Pesisir,13
Ranca Bungur,32
Rancabali (Ranca Bali),32
Rancaekek,32
Rancah,32
Rancakalong,32
Rancasari,32
Randangan,75
Randuagung,35
Randublatung,33
Randudongkal,33
Rangkasbitung,36
Rangkui,19
Rangsang,14
Rangsang Barat,14
Rangsang Pesisir,14
Rano,73
Ranomeeto,74
Ranomeeto Barat,74
Ranowulu (Bitung Utara),71
Ranoyapo,71
Ransiki,92
Rantau,11
Rantau Alai,16
Rantau Badauh,63
Rantau Bayur,16
Rantau Kopar,14
Rantau Pandan,15
Rantau Panjang,16
Rantau Peureulak (Ranto Peureulak),11
Rantau Pulung,64
Rantau Rasau,15
Rantau Selamat,11
Rantau Selatan,12
Rantau Utara,12
Rante Angin,74
Rantebua,73
Rantebulahan Timur,76
Rantepao,73
Rantetayo,73
Ranto Baek,12
Ranuyoso,35
Rao,13
Rao Selatan,13
Rao Utara,13
Rappocini,73
Raren Batuah,62
Rarowatu,74
Rarowatu Utara,74
Rasanae Barat,52
Rasanae Timur,52
Rasau Jaya,61
Rasiei,92
Ratahan,71
Ratahan Timur,71
Ratatotok,71
Ratolindo,72
Ratu Agung,17
Ratu Samban,17
Raveni Rara (Ravenirara),91
Rawa Jitu Selatan (Rawajitu Selatan),18
Rawa Jitu Timur (Rawajitu Timur),18
Rawa Jitu Utara,18
Rawa Pitu,18
Rawalo,33
Rawalumbu,32
Rawamerta,32
Rawang Panca Arga,12
Rawas Ilir,16
Rawas Ulu,16
Raya,12
Raya Kahean,12
Reban,33
Rebang Tangkas,18
Regol,32
Rejoso,35
Rejoso,35
Rejotangan,35
Rembang,35
Rembang,33
Rembang,33
Remboken,71
Rembon,73
Renah Mendaluh,15
Renah Pamenang (Renah Pemenang),15
Renah Pembarap,15
Rendang,51
Rengasdengklok,32
Rengat,14
Rengat Barat,14
Rengel,35
Reok,53
Reok Barat,53
Reteh,14
Rhee,52
Riau Silip,19
Rikit Gaib,11
Rilauale (Rilau Ale),73
Rimba Melintang,14
Rimbo Bujang,15
Rimbo Ilir,15
Rimbo Pengadang,17
Rimbo Tengah,15
Rimbo Ulu,15
Rindi,53
Rindingallo,73
Ringinarum,33
Ringinrejo,35
Rinhat,53
Rio Pakava,72
Risei Sayati,91
Riung,53
Riung Barat,53
Robatal,35
Rogojampi,35
Rokan IV Koto,14
Rongga,32
Ronggur Nihuta,12
Rongkong (Limbong),73
Rongkop,34
Roon,92
Ropang,52
Roswar,92
Rote Barat,53
Rote Barat Daya,53
Rote Barat Laut,53
Rote Selatan,53
Rote Tengah,53
Rote Timur,53
Routa,74
Rowokangkung,35
Rowokele,33
Rowosari,33
Rubaru,35
Rufaer,91
Rumbai (Rumbai Pesisir),14
Rumbai Barat,14
Rumbai Timur,14
Rumberpon,92
Rumbia,73
Rumbia,74
Rumbia,18
Rumbia Tengah,74
Rumbio Jaya,14
Rumpin,32
Rundeng,11
Rungan,62
Rungan Barat,62
Rungan Hulu,62
Rungkut,35
Runjung Agung,16
Rupat,14
Rupat Utara,14
Rupit,16
Rusip Antara,11
Ruteng,53
Sa'dan,73
Sabak Auh,14
Sabangau (Sebangau),62
Sabangparu,73
Sabbang,73
Sabbang Selatan,73
Sabu Barat,53
Sabu Liae,53
Sabu Tengah,53
Sabu Timur,53
Sabulakoa,74
Sadananya,32
Sadang,33
Sadaniang,61
Sadu,15
Saengkeduk,92
Safan,93
Sagalaherang,32
Sagaranten,32
Saguling,32
Sagulung,21
Sahu,82
Sahu Timur,82
Saifi,92
Sail,14
Saipar Dolok Hole,12
Sajad,61
Sajingan Besar,61
Sajira,36
Sajoanging,73
Saketi,36
Sako,16
Sakra,52
Sakra Barat,52
Sakra Timur,52
Sakti,11
Salahutu,81
Salak,12
Salam,33
Salam Babaris,63
Salaman,33
Salang,11
Salapian,12
Salatiga,61
Salawati,92
Salawati Barat,92
Salawati Selatan,92
Salawati Tengah,92
Salawati Tengah,92
Salawati Utara,92
Salawu,32
Sale,33
Salem,33
Salibabu,71
Salimpaung (Salimpauang),13
Saling,16
Salkma,92
Salo,14
Salomekko,73
Salopa,32
Saluputi (Saluputti),73
Samadua (Sama Dua),11
Samalanga,11
Samalantan,61
Samarang,32
Samarinda Ilir,64
Samarinda Kota,64
Samarinda Seberang,64
Samarinda Ulu,64
Samarinda Utara,64
Samatiga,11
Samaturu,74
Sambaliung,64
Sambas,61
Sambelia (Sambalia),52
Sambeng,35
Sambi,33
Sambi Rampas,53
Sambikerep,35
Sambirejo,33
Sambit,35
Samboja (Semboja),64
Samboja Barat,64
Sambong,33
Sambung Makmur,63
Sambungmacan (Sambung Macan),33
Sambutan,64
Samenage,95
Samigaluh,34
Samofa,91
Sampaga,76
Sampanahan,63
Sampang,35
Sampang,33
Sampara,74
Sampoi Niet (Sampoiniet),11
Sampolawa,74
Sampung,35
Samudera,11
Sanaman Mantikei (Senamang Mantikei),62
Sanana,82
Sanana Utara,82
Sanankulon (Sanan Kulon),35
Sananwetan (Sanan Wetan),35
Sandai,61
Sandaran,64
Sanden,34
Sandubaya (Sandujaya),52
Sang Tombolang,71
Sanga Desa,16
Sanga Sanga,64
Sangalla (Sanggala),73
Sangalla Selatan,73
Sangalla Utara,73
Sangatta Selatan,64
Sangatta Utara,64
Sanggalangi,73
Sanggar,52
Sanggau Ledo,61
Sangia Wambulu,74
Sangir,13
Sangir Balai Janggo,13
Sangir Batang Hari,13
Sangir Jujuan,13
Sangkapura,35
Sangkub,71
Sangkulirang,64
Sano Nggoang,53
Sanrobone,73
Santian,53
Saparua,81
Saparua Timur,81
Sape,52
Sapeken,35
Saptosari (Sapto Sari),34
Sapuran,33
Saradan,35
Sarang,33
Sario,71
Sarirejo,35
Sariwangi,32
Sarjo,76
Sarmi,91
Sarmi Selatan,91
Sarmi Timur,91
Sarolangun,15
Saronggi,35
Sarudik,12
Sarudu,76
"Sasak Ranah Pasisie (Pesisir, Pasisir, Pesisie)",13
Sasitamean,53
Satar Mese,53
Satar Mese Barat,53
Satar Mese Utara,53
Satui,63
Sausapor,92
Sausu,72
Sawa,74
Sawa Erma,93
Sawah Besar,31
Sawahan,35
Sawahan,35
Sawahan,35
Sawai,91
Sawan,51
Sawang,11
Sawang,11
Sawangan,32
Sawangan,33
Sawerigadi,74
Sawiat,92
Sawit,33
Sawit Seberang,12
Sawo,12
Sawoo,35
Sayan,61
Sayosa,92
Sayosa Timur,92
Sayung,33
Sayur Matinggi,12
Sebangau Kuala,62
Sebangki,61
Sebatik,65
Sebatik Barat,65
Sebatik Tengah,65
Sebatik Timur,65
Sebatik Utara,65
Sebawi,61
Seberang Kota,15
Seberang Musi,17
Seberang Ulu Dua (Seberang Ulu II),16
Seberang Ulu Satu (Seberang Ulu I),16
Seberuang,61
Sebuku,65
Sebulu,64
Secang,33
Secanggang,12
Sedan,33
Sedati,35
Sedayu,34
Sedong,32
Segah,64
Segedong,61
Segeri,73
Seget,92
Seginim,17
Segun,92
Sei Balai,12
Sei Bamban,12
Sei Beduk (Sungai Beduk),21
Sei Bingai (Sei Binge / Bingei),12
Sei Dadap,12
Sei Kepayang,12
Sei Kepayang Barat,12
Sei Kepayang Timur,12
Sei Lepan,12
Sei Menggaris,65
Sei Rampah,12
Sei Suka,12
Sei Tualang Raso,12
Sejangkung,61
Sekadau Hilir,61
Sekadau Hulu,61
Sekampung,18
Sekampung Udik,18
Sekar,35
Sekaran,35
Sekarbela,52
Sekatak,65
Sekayam,61
Sekayu,16
Sekerak,11
Sekernan,15
Sekincau,18
Seko,73
Sekolaq Darat,64
Sekongkang,52
Sekotong,52
Sekupang,21
Sela,95
Selaawi,32
Selagai Lingga,18
Selagan Raya,17
Selajambe,32
Selakau,61
Selakau Timur,61
Selangit,16
Selaprang (Selaparang),52
Selaru,81
Selat,62
Selat,51
Selat Gelam,21
Selat Nasik,19
Selat Penuguan,16
Selayar,21
Selebar,17
Selemadeg,51
Selemadeg Barat (Salemadeg Barat),51
"Selemadeg Timur (Salamadeg Timur, Salemadeg Timur)",51
Selemkai,92
Selesai,12
Selimbau,61
Selo,33
Selogiri,33
Selomerto,33
Selong,52
Selopampang,33
Selopuro,35
Selorejo,35
Seluas,61
Seluma,17
Seluma Barat,17
Seluma Selatan,17
Seluma Timur,17
Seluma Utara,17
Selupu Rejang,17
Semadam,11
Semaka,18
Semampir,35
Semanding,35
Semangga,93
Semanu,34
Semarang Barat,33
Semarang Selatan,33
Semarang Tengah,33
Semarang Timur,33
Semarang Utara,33
Sematangborang (Sematang Borang),16
Sematu Jaya,62
Semau,53
Semau Selatan,53
Sembakung,65
Sembakung Atulai,65
Sembalun,52
Sembawa,16
Sembilan Koto,13
Semboro,35
Semen,35
Semendawai Barat,16
Semendawai Suku III,16
Semendawai Timur,16
Semende Darat Laut,16
Semende Darat Tengah,16
Semende Darat Ulu,16
Semidang Aji,16
Semidang Alas,17
Semidang Alas Maras,17
Semidang Gumay / Gumai,17
Semidang Lagan,17
Semin,34
Semitau,61
Semparuk,61
Sempol,35
Sempor,33
Sempu,35
Senapelan,14
Senayang,21
Sendana,76
Sendana,73
Sendang,35
Sendang Agung,18
Senduro,35
Senen,31
Sengah Temila,61
Senggi,91
Senopi,92
Senori,35
Sentajo Raya,14
Sentani,91
Sentani Barat,91
Sentani Timur,91
Sentolo,34
Senyerang,15
Sepaku,64
Sepang (Sepang Simin),62
Sepatan,36
Sepatan Timur,36
Sepauk,61
Seponti,61
Sepulu,35
Seputih Agung,18
Seputih Banyak,18
Seputih Mataram,18
Seputih Raman,18
Seputih Surabaya,18
Seradala,95
Serai Serumpun,15
Seram Barat,81
Seram Timur,81
Seram Utara,81
Seram Utara Barat,81
Seram Utara Timur Kobi,81
Seram Utara Timur Seti,81
Serambakon,95
Seranau,62
Serang,36
Serang Baru,32
Serangpanjang,32
Serasan,21
Serasan Timur,21
Serawai,61
Serba Jadi,12
Serbajadi,11
Seremuk,92
Serengan,33
Seri Kuala Lobam (Sri),21
Seribu Riam,62
Seririt,51
Serpong,36
Serpong Utara,36
Seruway,11
Seruyan Hilir,62
Seruyan Hilir Timur,62
Seruyan Hulu,62
Seruyan Raya,62
Seruyan Tengah,62
Sesayap,65
Sesayap Hilir,65
Sesean,73
Sesean Suloara,73
Sesenapadang,76
Sesnuk,93
Seteluk (Sateluk),52
Setia,11
Setia Bhakti (Setia Bakti),11
Setia Janji,12
Setiabudi (Setia Budi),31
Setu,36
Setu,32
Seulimeum,11
Seunagan,11
Seunagan Timur,11
Seunuddon (Seunudon),11
Sewon,34
Seyegan,34
Siabu,12
Siak,14
Siak Hulu,14
Siak Kecil,14
Sianjar Mula Mula (Sianjur),12
Siantan,21
Siantan Selatan,21
Siantan Tengah,21
Siantan Timur,21
Siantan Utara,21
Siantar,12
Siantar Barat,12
Siantar Marihat,12
Siantar Marimbun,12
Siantar Martoba,12
Siantar Narumonda,12
Siantar Selatan,12
Siantar Sitalasari,12
Siantar Timur,12
Siantar Utara,12
Siatas Barita,12
Siau Barat,71
Siau Barat Selatan,71
Siau Barat Utara,71
Siau Tengah,71
Siau Timur,71
Siau Timur Selatan,71
Sibabangun,12
Siberida (Seberida),14
Siberut Barat,13
Siberut Barat Daya,13
Siberut Selatan,13
Siberut Tengah,13
Siberut Utara,13
Sibolangit,12
Sibolga Kota,12
Sibolga Sambas,12
Sibolga Selatan,12
Sibolga Utara,12
Siborong-Borong,12
Sibulue,73
Sidamanik,12
Sidamulih,32
Sidareja,33
Sidayu,35
Sidemen,51
Sidey,92
Sidikalang,12
Siding,61
Sidoan,72
Sidoarjo,35
Sidoharjo,33
Sidoharjo,33
Sidomukti,33
Sidomulyo,18
Sidorejo,35
Sidorejo,33
Sidua'ori,12
Siempat Nempu,12
Siempat Nempu Hilir,12
Siempat Nempu Hulu,12
Siempat Rube,12
Siepkosi,95
Sigaluh,33
Sigi Biromaru,72
Sigumpar,12
Sihapas Barumun,12
Sijamapolang (Sijama Polang),12
Sijuk,19
Sijunjung,13
Sikakap,13
Sikap Dalam,16
Sikur,52
Silaen,12
Silahisabungan (Silahi Sabungan),12
Silangkitang,12
Silat Hilir,61
Silat Hulu,61
Silau Laut,12
Silaut,13
Silian Raya,71
Silih Nara,11
Silima Pungga Pungga,12
Silimakuta,12
Silimo,95
Silinda,12
Siliragung,35
Silo,35
Silo Karno Doga,95
Silou Kahean,12
Silungkang,13
Siluq Ngurai,64
Siman,35
Simangambat,12
Simangumban,12
Simanindo,12
Simbang,73
Simboro (Simboro dan Kepulauan),76
Simbuang,73
Simeulue Barat (Simeuleu Barat),11
Simeulue Cut,11
Simeulue Tengah (Simeuleu Tengah),11
Simeulue Timur (Simeuleu Timur),11
Simo,33
Simokerto,35
Simpang,16
Simpang Alahan Mati,13
Simpang Dua,61
Simpang Empat,63
Simpang Empat,63
Simpang Empat,12
Simpang Empat,12
Simpang Hilir,61
Simpang Hulu,61
Simpang Jernih,11
Simpang Kanan,11
Simpang Kanan,14
Simpang Katis,19
Simpang Kiri,11
Simpang Kramat (Keramat),11
Simpang Mamplam,11
Simpang Pematang,18
Simpang Pesak,19
Simpang Raya,72
Simpang Renggiang,19
Simpang Rimba,19
Simpang Teritip,19
Simpang Tiga,11
Simpang Tiga,11
Simpang Ulim,11
Simpenan,32
Simpur,63
Simuk,12
Sinaboi (Senaboi),14
Sinak,94
Sinak Barat,94
Sinar Peninjauan,16
Sindang,32
Sindang,32
Sindang Beliti Ilir,17
Sindang Beliti Ulu,17
Sindang Danau,16
Sindang Dataran (Sindang Daratan),17
Sindang Jaya,36
Sindang Kelingi,17
Sindangagung (Sindang Agung),32
Sindangbarang,32
Sindangkasih,32
Sindangkerta,32
Sindangresmi,36
Sindangwangi,32
Sindue,72
Sindue Tobata,72
Sindue Tombusabora,72
Sine,35
Singajaya,32
Singaparna,32
Singaran Pati,17
Singgahan,35
Singingi,14
Singingi Hilir,14
Singkawang Barat,61
Singkawang Selatan,61
Singkawang Tengah,61
Singkawang Timur,61
Singkawang Utara,61
Singkep,21
Singkep Barat,21
Singkep Pesisir,21
Singkep Selatan,21
Singkil,11
Singkil,71
Singkil Utara,11
Singkohor,11
Singkup,61
Singkut,15
Singojuruh,35
Singorojo,33
Singosari,35
Siniu,72
Sinjai Barat,73
Sinjai Borong,73
Sinjai Selatan,73
Sinjai Tengah,73
Sinjai Timur,73
Sinjai Utara,73
Sinoa,73
Sinonsayang,71
Sintang,61
Sintuak Toboh Gadang,13
Sinunukan,12
Siompu,74
Siompu Barat,74
Siotapina (Siontapia / Siontapina),74
Sipahutar,12
Sipatana,75
Sipirok,12
Sipispis,12
Sipoholon,12
Sipora Selatan,13
Sipora Utara,13
Sir-Sir,81
Sirah Pulau Padang,16
Sirampog,33
Sirandorung,12
Sirapit (Serapit),12
Sirenja,72
Sirets,93
Sirimau,81
Siritaun Wida Timur,81
Siriwo,94
Siriwo,94
Sirombu,12
Sitahuis,12
Sitelu Tali Urang Jehe (Sitellu),12
Sitelu Tali Urang Julu (Sitellu),12
Sitinjau Laut,15
Sitinjo,12
Sitio-tio,12
Sitiung,13
Sitolu Ori,12
Situbondo,35
Situjuah Limo Nagari (Situjuah Lima Nagari),13
Situraja,32
Siulak,15
Siulak Mukai,15
Siwalalat,81
Siwalan,33
Skanto,91
Slahung,35
Slawi,33
Sleman,34
Sliyeg,32
Slogohimo,33
Sluke,33
Soa,53
Soba,95
Sobaham,95
Sobang,36
Sobang,36
Socah,35
Sodonghilir,32
Sogae'adu (Sogae Adu / Sogaeadu),12
Sojol,72
Sojol Utara,72
Sokan,61
Sokaraja,33
Soko,35
Sokobanah,35
Solear,36
Soloikma,95
Solokanjeruk (Solokan Jeruk),32
Solokuro,35
Solor Barat,53
Solor Selatan,53
Solor Timur,53
Somagede,33
Somambawa,12
Somba Opu (Upu),73
Somolo-Molo (Samolo),12
Sompak,61
Sonder,71
Songgom,33
Songgon,35
Sooko,35
Sooko,35
Sopai,73
Soppeng Riaja,73
Sor Ep,93
Sorawolio (Sora Walio / Sorowalio),74
Soreang,73
Soreang,32
Sorkam,12
Sorkam Barat,12
Soromandi,52
Sorong,92
Sorong,92
Sorong Barat,92
Sorong Kepulauan,92
Sorong Kota,92
Sorong Manoi,92
Sorong Timur,92
Sorong Utara,92
Soropia,74
Sosa,12
Sosa Julu,12
Sosa Timur,12
Sosoh Buay Rayap,16
Sosopan,12
Sosorgadong (Sosor Gadong),12
Sota,93
Soug Jaya,92
Soyo Jaya,72
Soyoi Mambai,91
Sragen,33
Sragi,33
Sragi,18
Srandakan,34
Srengat,35
Sreseh,35
Srono,35
Srumbung,33
Sruweng,33
Stabat,12
